X,V,A,dA,thrust1,thrust2,tank2,gravity,air_drag,
12183.769758,-79.828394,-0.264871,0.053499,0.000000,0.000000,100.000000,-9.760061,9.495191,
12103.723776,-80.045982,-0.217588,0.047282,0.000000,0.000000,100.000000,-9.760321,9.542732,
12023.501974,-80.221801,-0.175819,0.041769,0.000000,0.000000,100.000000,-9.760580,9.584761,
11943.141235,-80.360740,-0.138938,0.036881,0.000000,0.000000,100.000000,-9.760841,9.621903,
11862.674105,-80.467130,-0.106390,0.032548,0.000000,0.000000,100.000000,-9.761102,9.654712,
11782.129293,-80.544812,-0.077682,0.028708,0.000000,0.000000,100.000000,-9.761363,9.683681,
11701.532105,-80.597188,-0.052376,0.025306,0.000000,0.000000,100.000000,-9.761625,9.709248,
11620.904832,-80.627273,-0.030085,0.022292,0.000000,0.000000,100.000000,-9.761887,9.731802,
11540.267097,-80.637735,-0.010462,0.019623,0.000000,0.000000,100.000000,-9.762148,9.751686,
11459.636159,-80.630938,0.006797,0.017260,0.000000,0.000000,100.000000,-9.762410,9.769208,
11379.027187,-80.608972,0.021965,0.015168,0.000000,0.000000,100.000000,-9.762672,9.784638,
11298.453497,-80.573690,0.035283,0.013317,0.000000,0.000000,100.000000,-9.762934,9.798217,
11217.926770,-80.526727,0.046963,0.011680,0.000000,0.000000,100.000000,-9.763196,9.810158,
11137.457238,-80.469533,0.057194,0.010232,0.000000,0.000000,100.000000,-9.763457,9.820652,
11057.053851,-80.403386,0.066146,0.008952,0.000000,0.000000,100.000000,-9.763719,9.829865,
10976.724432,-80.329420,0.073967,0.007820,0.000000,0.000000,100.000000,-9.763980,9.837947,
10896.475799,-80.248632,0.080787,0.006821,0.000000,0.000000,100.000000,-9.764241,9.845028,
10816.313892,-80.161907,0.086725,0.005938,0.000000,0.000000,100.000000,-9.764502,9.851227,
10736.243868,-80.070024,0.091883,0.005158,0.000000,0.000000,100.000000,-9.764762,9.856645,
10656.270197,-79.973671,0.096353,0.004470,0.000000,0.000000,100.000000,-9.765022,9.861375,
10576.396742,-79.873455,0.100216,0.003863,0.000000,0.000000,100.000000,-9.765282,9.865498,
10496.626830,-79.769912,0.103543,0.003327,0.000000,0.000000,100.000000,-9.765542,9.869085,
10416.963317,-79.663513,0.106398,0.002855,0.000000,0.000000,100.000000,-9.765801,9.872199,
10337.408642,-79.554676,0.108838,0.002439,0.000000,0.000000,100.000000,-9.766060,9.874897,
10257.964876,-79.443765,0.110910,0.002073,0.000000,0.000000,100.000000,-9.766318,9.877228,
10178.633771,-79.331105,0.112660,0.001750,0.000000,0.000000,100.000000,-9.766576,9.879236,
10099.416791,-79.216979,0.114126,0.001466,0.000000,0.000000,100.000000,-9.766834,9.880960,
10020.315154,-79.101637,0.115342,0.001216,0.000000,0.000000,100.000000,-9.767092,9.882434,
9941.329855,-78.985299,0.116338,0.000996,0.000000,0.000000,100.000000,-9.767349,9.883687,
9862.461698,-78.868157,0.117142,0.000804,0.000000,0.000000,100.000000,-9.767606,9.884748,
9783.711317,-78.750381,0.117776,0.000634,0.000000,0.000000,100.000000,-9.767862,9.885638,
9705.079198,-78.632119,0.118262,0.000486,0.000000,0.000000,100.000000,-9.768118,9.886380,
9626.565696,-78.513502,0.118617,0.000355,0.000000,0.000000,100.000000,-9.768373,9.886990,
9548.171052,-78.394644,0.118858,0.000241,0.000000,0.000000,100.000000,-9.768629,9.887487,
9469.895408,-78.275645,0.118999,0.000141,0.000000,0.000000,100.000000,-9.768884,9.887883,
9391.738816,-78.156591,0.119053,0.000054,0.000000,0.000000,100.000000,-9.769138,9.888191,
9313.701256,-78.037561,0.119031,-0.000022,0.000000,0.000000,100.000000,-9.769392,9.888423,
9235.782637,-77.918619,0.118942,-0.000089,0.000000,0.000000,100.000000,-9.769646,9.888588,
9157.982813,-77.799824,0.118795,-0.000147,0.000000,0.000000,100.000000,-9.769899,9.888694,
9080.301587,-77.681226,0.118598,-0.000197,0.000000,0.000000,100.000000,-9.770152,9.888750,
9002.738717,-77.562870,0.118357,-0.000241,0.000000,0.000000,100.000000,-9.770405,9.888762,
8925.293926,-77.444792,0.118078,-0.000279,0.000000,0.000000,100.000000,-9.770657,9.888735,
8847.966900,-77.327026,0.117766,-0.000312,0.000000,0.000000,100.000000,-9.770909,9.888675,
8770.757300,-77.209600,0.117426,-0.000340,0.000000,0.000000,100.000000,-9.771160,9.888586,
8693.664762,-77.092538,0.117062,-0.000364,0.000000,0.000000,100.000000,-9.771412,9.888473,
8616.688900,-76.975861,0.116677,-0.000385,0.000000,0.000000,100.000000,-9.771662,9.888339,
8539.829313,-76.859587,0.116274,-0.000403,0.000000,0.000000,100.000000,-9.771913,9.888187,
8463.085582,-76.743731,0.115856,-0.000418,0.000000,0.000000,100.000000,-9.772163,9.888019,
8386.457276,-76.628306,0.115425,-0.000431,0.000000,0.000000,100.000000,-9.772412,9.887838,
8309.943954,-76.513322,0.114984,-0.000441,0.000000,0.000000,100.000000,-9.772662,9.887646,
8233.545167,-76.398787,0.114534,-0.000450,0.000000,0.000000,100.000000,-9.772910,9.887445,
8157.260456,-76.284710,0.114077,-0.000457,0.000000,0.000000,100.000000,-9.773159,9.887236,
8081.089359,-76.171097,0.113614,-0.000463,0.000000,0.000000,100.000000,-9.773407,9.887021,
8005.031409,-76.057951,0.113146,-0.000468,0.000000,0.000000,100.000000,-9.773655,9.886801,
7929.086132,-75.945276,0.112674,-0.000471,0.000000,0.000000,100.000000,-9.773902,9.886577,
