0.000000, 0.000000
1.000000, 0.047673
2.000000, 0.067420
3.000000, 0.082572
4.000000, 0.095346
5.000000, 0.106600
6.000000, 0.116775
7.000000, 0.126131
8.000000, 0.134840
9.000000, 0.143019
10.000000, 0.150756
11.000000, 0.158114
12.000000, 0.165145
13.000000, 0.171888
14.000000, 0.178377
15.000000, 0.184637
16.000000, 0.190693
17.000000, 0.196561
18.000000, 0.202260
19.000000, 0.207802
20.000000, 0.213201
21.000000, 0.218466
22.000000, 0.223607
23.000000, 0.228632
24.000000, 0.233550
25.000000, 0.238366
26.000000, 0.243086
27.000000, 0.247717
28.000000, 0.252262
29.000000, 0.256728
30.000000, 0.261116
31.000000, 0.265433
32.000000, 0.269680
33.000000, 0.273861
34.000000, 0.277980
35.000000, 0.282038
36.000000, 0.286039
37.000000, 0.289984
38.000000, 0.293877
39.000000, 0.297719
40.000000, 0.301511
41.000000, 0.305257
42.000000, 0.308957
43.000000, 0.312614
44.000000, 0.316228
45.000000, 0.319801
46.000000, 0.323335
47.000000, 0.326831
48.000000, 0.330289
49.000000, 0.333712
50.000000, 0.337100
51.000000, 0.340454
52.000000, 0.343776
53.000000, 0.347066
54.000000, 0.350325
55.000000, 0.353553
56.000000, 0.356753
57.000000, 0.359924
58.000000, 0.363068
59.000000, 0.366184
60.000000, 0.369274
61.000000, 0.372339
62.000000, 0.375379
63.000000, 0.378394
64.000000, 0.381385
65.000000, 0.384353
66.000000, 0.387298
67.000000, 0.390221
68.000000, 0.393123
69.000000, 0.396003
70.000000, 0.398862
71.000000, 0.401701
72.000000, 0.404520
73.000000, 0.407319
74.000000, 0.410100
75.000000, 0.412861
76.000000, 0.415605
77.000000, 0.418330
78.000000, 0.421038
79.000000, 0.423728
80.000000, 0.426401
81.000000, 0.429058
82.000000, 0.431699
83.000000, 0.434323
84.000000, 0.436931
85.000000, 0.439525
86.000000, 0.442102
87.000000, 0.444665
88.000000, 0.447214
89.000000, 0.449747
90.000000, 0.452267
91.000000, 0.454773
92.000000, 0.457265
93.000000, 0.459743
94.000000, 0.462208
95.000000, 0.464660
96.000000, 0.467099
97.000000, 0.469526
98.000000, 0.471940
99.000000, 0.474342
100.000000, 0.476731
101.000000, 0.479109
102.000000, 0.481475
103.000000, 0.483829
104.000000, 0.486172
105.000000, 0.488504
106.000000, 0.490825
107.000000, 0.493135
108.000000, 0.495434
109.000000, 0.497722
110.000000, 0.500000
111.000000, 0.502268
112.000000, 0.504525
113.000000, 0.506772
114.000000, 0.509010
115.000000, 0.511237
116.000000, 0.513455
117.000000, 0.515664
118.000000, 0.517863
119.000000, 0.520052
120.000000, 0.522233
121.000000, 0.524404
122.000000, 0.526567
123.000000, 0.528721
124.000000, 0.530866
125.000000, 0.533002
126.000000, 0.535130
127.000000, 0.537249
128.000000, 0.539360
129.000000, 0.541463
130.000000, 0.543557
131.000000, 0.545644
132.000000, 0.547723
133.000000, 0.549793
134.000000, 0.551856
135.000000, 0.553912
136.000000, 0.555959
137.000000, 0.558000
138.000000, 0.560032
139.000000, 0.562058
140.000000, 0.564076
141.000000, 0.566087
142.000000, 0.568091
143.000000, 0.570088
144.000000, 0.572078
145.000000, 0.574060
146.000000, 0.576037
147.000000, 0.578006
148.000000, 0.579969
149.000000, 0.581925
150.000000, 0.583874
151.000000, 0.585817
152.000000, 0.587754
153.000000, 0.589684
154.000000, 0.591608
155.000000, 0.593526
156.000000, 0.595437
157.000000, 0.597343
158.000000, 0.599242
159.000000, 0.601135
160.000000, 0.603023
161.000000, 0.604904
162.000000, 0.606780
163.000000, 0.608650
164.000000, 0.610514
165.000000, 0.612372
166.000000, 0.614225
167.000000, 0.616073
168.000000, 0.617914
169.000000, 0.619751
170.000000, 0.621582
171.000000, 0.623407
172.000000, 0.625227
173.000000, 0.627042
174.000000, 0.628852
175.000000, 0.630656
176.000000, 0.632456
177.000000, 0.634250
178.000000, 0.636039
179.000000, 0.637823
180.000000, 0.639602
181.000000, 0.641376
182.000000, 0.643146
183.000000, 0.644910
184.000000, 0.646670
185.000000, 0.648425
186.000000, 0.650175
187.000000, 0.651920
188.000000, 0.653661
189.000000, 0.655397
190.000000, 0.657129
191.000000, 0.658856
192.000000, 0.660578
193.000000, 0.662296
194.000000, 0.664010
195.000000, 0.665719
196.000000, 0.667424
197.000000, 0.669124
198.000000, 0.670820
199.000000, 0.672512
200.000000, 0.674200
201.000000, 0.675883
202.000000, 0.677562
203.000000, 0.679238
204.000000, 0.680908
205.000000, 0.682575
206.000000, 0.684238
207.000000, 0.685897
208.000000, 0.687552
209.000000, 0.689202
210.000000, 0.690849
211.000000, 0.692492
212.000000, 0.694131
213.000000, 0.695766
214.000000, 0.697398
215.000000, 0.699025
216.000000, 0.700649
217.000000, 0.702269
218.000000, 0.703885
219.000000, 0.705498
220.000000, 0.707107
221.000000, 0.708712
222.000000, 0.710314
223.000000, 0.711912
224.000000, 0.713506
225.000000, 0.715097
226.000000, 0.716684
227.000000, 0.718268
228.000000, 0.719848
229.000000, 0.721425
230.000000, 0.722999
231.000000, 0.724569
232.000000, 0.726135
233.000000, 0.727699
234.000000, 0.729259
235.000000, 0.730815
236.000000, 0.732369
237.000000, 0.733918
238.000000, 0.735465
239.000000, 0.737009
240.000000, 0.738549
241.000000, 0.740086
242.000000, 0.741620
243.000000, 0.743151
244.000000, 0.744678
245.000000, 0.746203
246.000000, 0.747724
247.000000, 0.749242
248.000000, 0.750757
249.000000, 0.752269
250.000000, 0.753778
251.000000, 0.755284
252.000000, 0.756787
253.000000, 0.758288
254.000000, 0.759785
255.000000, 0.761279
256.000000, 0.762770
257.000000, 0.764258
258.000000, 0.765744
259.000000, 0.767226
260.000000, 0.768706
261.000000, 0.770183
262.000000, 0.771657
263.000000, 0.773128
264.000000, 0.774597
265.000000, 0.776062
266.000000, 0.777525
267.000000, 0.778985
268.000000, 0.780443
269.000000, 0.781897
270.000000, 0.783349
271.000000, 0.784799
272.000000, 0.786245
273.000000, 0.787689
274.000000, 0.789131
275.000000, 0.790569
276.000000, 0.792006
277.000000, 0.793439
278.000000, 0.794870
279.000000, 0.796298
280.000000, 0.797724
281.000000, 0.799147
282.000000, 0.800568
283.000000, 0.801986
284.000000, 0.803402
285.000000, 0.804815
286.000000, 0.806226
287.000000, 0.807634
288.000000, 0.809040
289.000000, 0.810443
290.000000, 0.811844
